['Q273_R39_C1']	0.06218710672644542
['Q273_R39_C1', 'Q273_R39_C2']	0.13397937349428624
['Q273_R39_C1', 'Q273_R39_C2', 'Q273_R39_C4']	0.03773584905660377
['Q273_R39_C1', 'Q273_R39_C2', 'Q273_R39_C4', 'Q273_R39_C8']	0.0909090909090909
['Q273_R39_C1', 'Q273_R39_C2', 'Q273_R39_C4', 'Q273_R39_C8', 'Q273_R39_C10']	0
['Q273_R76_C1']	0.0020204368235207347
['Q273_R76_C1', 'Q273_R76_C2']	0.13043478260869565
['Q273_R76_C1', 'Q273_R76_C2', 'Q273_R76_C10']	0.03499377491111555
['Q274_R68_C3']	0
['Q274_R68_C3', 'Q274_R68_C6']	0.01351351351351352
['Q274_R68_C3', 'Q274_R68_C6', 'Q274_R68_C10']	0.05263157894736841
['Q277_R4_C1']	0.08511431109554227
['Q277_R4_C1', 'Q277_R4_C2']	0
['Q277_R17_C1']	0.041666666666666664
['Q277_R17_C1', 'Q277_R17_C2']	0
['Q277_R19_C1']	0
['Q277_R19_C1', 'Q277_R19_C7']	0.043478260869565216
['Q277_R19_C1', 'Q277_R19_C7', 'Q277_R19_C8']	0.057651267643242084
['Q278_R41_C9']	0
['Q278_R41_C9', 'Q278_R41_C10']	0.06666666666666667
['Q280_R19_C4']	0
['Q280_R19_C4', 'Q280_R19_C8']	0
['Q280_R19_C4', 'Q280_R19_C8', 'Q280_R19_C9']	0
['Q280_R19_C4', 'Q280_R19_C8', 'Q280_R19_C9', 'Q280_R19_C10']	0
['Q280_R41_C1']	0
['Q280_R41_C1', 'Q280_R41_C2']	0
['Q280_R41_C1', 'Q280_R41_C2', 'Q280_R41_C3']	0.07142857142857141
['Q280_R41_C1', 'Q280_R41_C2', 'Q280_R41_C3', 'Q280_R41_C6']	0
['Q280_R41_C1', 'Q280_R41_C2', 'Q280_R41_C3', 'Q280_R41_C6', 'Q280_R41_C7']	0
['Q280_R41_C1', 'Q280_R41_C2', 'Q280_R41_C3', 'Q280_R41_C6', 'Q280_R41_C7', 'Q280_R41_C8']	0
['Q280_R41_C1', 'Q280_R41_C2', 'Q280_R41_C3', 'Q280_R41_C6', 'Q280_R41_C7', 'Q280_R41_C8', 'Q280_R41_C9']	0
['Q280_R45_C1']	0
['Q280_R45_C1', 'Q280_R45_C4']	0.03499377491111555
['Q280_R45_C1', 'Q280_R45_C4', 'Q280_R45_C5']	0
['Q280_R45_C1', 'Q280_R45_C4', 'Q280_R45_C5', 'Q280_R45_C10']	0.03832964595336396
['Q284_R29_C1']	0.023161150407600514
['Q284_R29_C1', 'Q284_R29_C2']	0.060238842382440407
['Q284_R29_C1', 'Q284_R29_C2', 'Q284_R29_C3']	0
['Q284_R29_C1', 'Q284_R29_C2', 'Q284_R29_C3', 'Q284_R29_C4']	0.041666666666666664
['Q284_R29_C1', 'Q284_R29_C2', 'Q284_R29_C3', 'Q284_R29_C4', 'Q284_R29_C9']	0
['Q285_R20_C2']	0
['Q285_R20_C2', 'Q285_R20_C3']	0.10526315789473682
['Q285_R20_C2', 'Q285_R20_C3', 'Q285_R20_C5']	0.04411764705882353
['Q285_R20_C2', 'Q285_R20_C3', 'Q285_R20_C5', 'Q285_R20_C6']	0
['Q286_R21_C1']	0.05555555555555554
['Q286_R21_C1', 'Q286_R21_C3']	0
['Q286_R21_C1', 'Q286_R21_C3', 'Q286_R21_C5']	0.04545454545454546
['Q286_R21_C1', 'Q286_R21_C3', 'Q286_R21_C5', 'Q286_R21_C7']	0
['Q289_R35_C1']	0
['Q291_R34_C1']	0.060606060606060615
['Q291_R34_C1', 'Q291_R34_C3']	0.040540540540540536
['Q291_R34_C1', 'Q291_R34_C3', 'Q291_R34_C4']	0
['Q291_R34_C1', 'Q291_R34_C3', 'Q291_R34_C4', 'Q291_R34_C5']	0
['Q300_R18_C2']	0.009000403214450841
['Q300_R18_C2', 'Q300_R18_C5']	0.0015735177803042502
['Q300_R18_C2', 'Q300_R18_C5', 'Q300_R18_C6']	0.014870529757482317
['Q300_R18_C2', 'Q300_R18_C5', 'Q300_R18_C6', 'Q300_R18_C8']	0.12966886820030196
['Q302_R74_C1']	0.05555555555555554
['Q302_R74_C1', 'Q302_R74_C2']	0.05555555555555554
['Q302_R74_C1', 'Q302_R74_C2', 'Q302_R74_C3']	0.024193548387096777
['Q302_R74_C1', 'Q302_R74_C2', 'Q302_R74_C3', 'Q302_R74_C4']	0.10000000000000002
['Q302_R74_C1', 'Q302_R74_C2', 'Q302_R74_C3', 'Q302_R74_C4', 'Q302_R74_C5']	0
['Q302_R74_C1', 'Q302_R74_C2', 'Q302_R74_C3', 'Q302_R74_C4', 'Q302_R74_C5', 'Q302_R74_C7']	0.10108844328543891
['Q302_R79_C1']	0
['Q302_R79_C1', 'Q302_R79_C2']	0.01509869171115925
['Q302_R79_C1', 'Q302_R79_C2', 'Q302_R79_C4']	0.0196078431372549
['Q302_R79_C1', 'Q302_R79_C2', 'Q302_R79_C4', 'Q302_R79_C5']	0
['Q302_R79_C1', 'Q302_R79_C2', 'Q302_R79_C4', 'Q302_R79_C5', 'Q302_R79_C6']	0.07407407407407407
['Q302_R79_C1', 'Q302_R79_C2', 'Q302_R79_C4', 'Q302_R79_C5', 'Q302_R79_C6', 'Q302_R79_C8']	0.15384615384615385
['Q303_R7_C2']	0
['Q303_R7_C2', 'Q303_R7_C4']	0.0684931506849315
['Q303_R7_C2', 'Q303_R7_C4', 'Q303_R7_C5']	0.06896551724137931
['Q303_R23_C1']	0
['Q306_R20_C1']	0.12092539863291606
['Q306_R20_C1', 'Q306_R20_C4']	0.10976232721880529
['Q306_R20_C1', 'Q306_R20_C4', 'Q306_R20_C6']	0.14285714285714285
['Q306_R20_C1', 'Q306_R20_C4', 'Q306_R20_C6', 'Q306_R20_C8']	0.1794871794871795
['Q308_R32_C2']	0.05263157894736841
['Q309_R9_C1']	0.007023973918212732
['Q309_R9_C1', 'Q309_R9_C2']	0.014929121033339956
['Q309_R9_C1', 'Q309_R9_C2', 'Q309_R9_C3']	0
